Views,Comments,Likes,Shares,Duration,Created,Description,Link
263,0,8,0,72,1689009947,🔑 Unlock Secrets to a Pain-Free Back! 🌟💪 Tired of struggling with back pain? Good news! The Pujats Method reveals the 5 common causes and effective solutions. Say goodbye to discomfort and hello to a pain-free life! 🔍 Discover 5 Reasons for Back Pain: 1️⃣ Poor Posture: Adjust everyday habits to alleviate back pain caused by posture. 2️⃣ Weak Core Muscles: Strengthen your core and support your spine with targeted exercises. 3️⃣ Sedentary Lifestyle: Incorporate movement and physical activity into your routine for a healthier back. 4️⃣ Improper Lifting Techniques: Master proper techniques to protect your spine and prevent pain. 5️⃣ Emotional Stress and Tension: Manage stress and promote relaxation to alleviate back pain. 🔧 Fix Back Pain with the Pujats Method: Our online program addresses these causes and offers personalized guidance for effective solutions. 📚 Sign Up Today: Take control of your back pain at www.pujats.org. Access valuable resources expert guidance and proven techniques for a pain-free back. Don't let back pain hold you back. Join thousands who found relief with the Pujats Method. Your pain-free future starts now! #fyp #Business #Health #Instagram #Website #PainFreeBack #BackPainRelief #DiscoverTheSolution #PujatsMethod #HolisticHealing #OnlineProgram #ThePujatsMethod #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7254242416377548078
250,0,2,0,0,1688917813,🔥 Ignite Energy with Cognitive Challenges! 🧠💪 Boosting your energy goes beyond physical exercise. Engaging in challenging cognitive tasks revitalizes your mind and spirit. Discover the incredible benefits of stimulating your brain: 🔋 Brain Stimulation: Solve puzzles learn new skills and invigorate your mind. Challenging cognitive tasks increase mental alertness and sharpen focus unlocking productivity and energy. 💯 Confidence Boost: Conquering cognitive challenges boosts self-confidence. Each accomplishment fuels your energy and instills a sense of pride radiating throughout your being. 🧠 Cognitive Enhancement: Regularly engaging in cognitive tasks enhances mental agility and cognitive abilities. Improve memory problem-solving skills and overall function. Energize your mind and stay sharp. Don't limit energy-boosting to physical exercise alone. Embrace the power of challenging your mind and expanding intellectual horizons. Solve puzzles learn languages explore new fields. Endless possibilities await! Balance physical exercise with cognitive stimulation. Nurture your body and mind for holistic well-being and unlock your energy reserves' full potential. Join us on this journey to health and wellness! Share this valuable information to inspire and empower others. Together let's embrace a pain-free energetic life! #fyp #business #website #instagram #health #CognitiveStimulation #BoostYourMind #SharpenFocus #EnhanceEnergy #HolisticWellness #EnergeticLife #ThePujatsMethod #pujatsmethod,https://www.tiktok.com/@@paulspujats/video/7253846681744280878
287,0,5,0,13,1688850436,🪑 Defeat Sitting Pain: Say Goodbye to Discomfort! 🌟💪 Tired of sitting-related pain? Prioritize your hip and back health and take a stand against discomfort! Let's dive into the solution together. ⚡ Unlock Hip & Back Health: Prolonged sitting leads to tight hips reduced mobility and back pain. The Pujats Method offers a program designed for professionals like you empowering you to overcome sitting challenges and maintain pain-free flexibility. 💻 Instant Online Access: Gain control from home or the office! Visit www.pujats.org for instant access to our comprehensive program. We've curated exercises tailored to combat sitting's negative effects. ✨ Embrace the Benefits: Incorporate our program for improved hip mobility enhanced posture increased energy reduced back pain strengthened core muscles and overall well-being. 🌟 Take the First Step: Don't let sitting dictate your hip and back health. Join countless individuals who have transformed their lives with the Pujats Method. Visit www.pujats.org and access our program designed for everyday professionals like you. #fyp #buisness #health #website #instagram #SittingPainRelief #HipAndBackHealth #PujatsMethod #OnlineProgram #HolisticWellness #Empowerment #NoMoreDiscomfort #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7253557318342774058
274,0,6,0,36,1688850298,🌟 Reclaim Your Life: Goodbye Back Pain! 🌈✨ Tired of struggling with back pain? Discover the game-changing Pujats Method! 🔹 Tailored Solutions: Whether it's bulging discs herniated discs sciatica or more the Pujats Method offers personalized relief for your specific needs. 💪 Trusted by Thousands: Join over 10000 individuals including top companies like Microsoft and Nike who have bid farewell to back pain with the proven Pujats Method. What Makes Pujats Method Unique? 🎯 Customized Exercises: No more generic approaches! Experience targeted exercises designed exclusively for your pain-free journey. 💪 Muscle Recovery: Rejuvenate and relieve muscles with osteopathic movements and trigger point therapy. Enjoy a highly effective and personalized treatment. 🧘 Stretching and Alignment: Discover the power of yogic practices aligning mind and body through breath and dynamic movements. Experience integration and subconscious healing. Ready to Begin? 👉 Visit www.pujats.org or DM us to take the first step. Our online program breaks barriers ensuring your well-being no matter where you are. Embrace a life free from back pain! Embrace transformation with the Pujats Method. Say hello to a future filled with vitality and unlimited possibilities. Take that first step today! #fyp #buisness #website #instagram #health #GoodbyeBackPain #PujatsMethod #TailoredRelief #TrustedSolutions #OnlineProgram #WellnessTransformation #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7253556740665511214
260,0,11,0,0,1688849956,⚡️ Boost Energy with Exercise! ⚡️ Looking for a natural way to amp up your energy levels? Physical exercise is the answer! Discover the incredible benefits that exercise brings leaving you energized and ready to conquer the world. Check out these ways exercise revitalizes your energy: 🌬️ Increases Oxygen Supply: Engaging in physical exercise elevates your heart rate and deepens your breathing delivering more oxygen to your body's tissues. This nourishes your cells giving you a significant energy boost. Say goodbye to fatigue and hello to renewed vitality! 😄 Releases Endorphins: Exercise triggers the release of endorphins natural pain relievers that bring pleasure and happiness. As your endorphin levels rise your mood lifts and your energy soars. It's the recipe for a revitalized state of being. 💤 Improves Sleep Quality: Regular exercise significantly improves sleep quality. Physical activity promotes restful and deep sleep ensuring you wake up refreshed and energized. Say goodbye to tossing and turning and hello to rejuvenating sleep! Whether it's a brisk walk a gym session or a dance class prioritize exercise to unlock energy and vitality. Your body will thank you! Remember consistency is key! Incorporate exercise into your daily routine even if it's just a few minutes of movement. Embrace the benefits of increased oxygen supply endorphin release and improved sleep quality. Watch your energy levels skyrocket embracing each day with vigor and enthusiasm. Stay tuned for more health and wellness tips and share this valuable information with others. Let's empower each other on the journey to a pain-free and energized life! #BoostEnergy #ExerciseBenefits #Vitality #WellnessTips #RestfulSleep #EnergizedLife #ThePujatsMethod #pujatsmethod ⚡️ Supercharge Your Energy with Physical Exercise! ⚡️ Unlock the incredible benefits of exercise for boundless energy. Increase oxygen supply release mood-boosting endorphins and improve sleep quality. Whether it's a brisk walk gym session or dance class prioritize physical activity to revitalize your body and mind. Embrace the rewards of consistency and embrace each day with enthusiasm. Stay tuned for more wellness tips and share this valuable information to empower others on the journey to a pain-free energized life! #fyp #buisness #website #instagram #health #SuperchargeYourEnergy #ExerciseBenefits #RevitalizeYourBody #WellnessTips #PainRelief #pujatsmethod,https://www.tiktok.com/@@paulspujats/video/7253555277390220586
77800,3,418,6,21,1681302668,Get a personalized plan from the #1 expert-led program! #FitCoach #fitness #fitnessroutines #workoutplan #fitnesseducation,https://www.tiktok.com/@@paulspujats/video/7221139919647804715
40000,2,78,0,18,1681302390,Say Bye Felicia 👋to gym membership sculpt your body with FitCoach! #FitCoach #fitness #fitnessroutines #workoutplan #fitnesseducation,https://www.tiktok.com/@@paulspujats/video/7221138724388654382
380100,8,3756,14,27,1681301705,I can't imagine life without this app anymore 🙈   Me using Fitcoach to build personalized workout for me 💪 #FitCoach #fitness #fitnessroutines #workoutplan #fitnesseducation,https://www.tiktok.com/@@paulspujats/video/7221135790154222891
445,1,7,0,34,1677694123,Are you tired of living with back pain that restricts your daily activities and keeps you from doing the things you love? If you’re struggling with low back pain caused by bulging discs herniated discs degenerated discs sciatica stenosis spondylolisthesis arthritis or any other condition the Pujats Method may be the solution you’ve been looking for. The Pujats Method is an effective online at-home back pain program that has helped over 10000 people say goodbye to back pain and perform over 2000 sessions both in person and online including for large corporations like Microsoft Airbnb IOC Nike Coinbase Slack and many more. What Makes the Pujats Method Unique? Pujats Method has discovered a new and unique way of treating back pain that goes beyond typical treatments. This program targets specific exercises muscle recovery and release stretching and aligning personal coaching and even subconscious mind techniques to create a personalized approach to healing. 🎯 Targeted Exercises: Unlike typical treatments the Pujats Method understands that back pain is not “one size fits all.” That’s why this program has targeted exercises for each and every person that are customized to your specific needs. 💪 Recovering and Releasing Muscles: The Pujats Method utilizes osteopathic movements and trigger point therapy to release your muscles and alleviate pain. This method is highly effective and tailored to your specific needs. 🧘 Stretching and Aligning: The program includes specific yogic practices that stretch and activate alignment from within with breath and body alignment with stretching dynamic movements. The Pujats Method even works with your subconscious mind while you’re under meditation. Take the first step toward a life free from back pain by visiting www.pujats.org and clicking the link in the bio or following our page and sending us a direct message. It doesn’t matter where you live; everything is done online and we’re here to help you create the life you deserve. Say goodbye to back pain forever with the Pujats Method. #backpain #spinehealth #lowerbackpain #chronicpain #backpainrelief #healthylifestyle #wellness #painmanagement #fitness #yoga #selfcare #physicalther,https://www.tiktok.com/@@paulspujats/video/7205641339717848362
566,0,13,2,10,1677238391,Without a strong core might as well we a boiled pasta trying to do a handstand… 🍝 ain’t happening  #m#millenilasw#workoutw#workoutmotivationg#gymmotivationf#fitnessmotivationp#pujatsmethodcoreworkout ,https://www.tiktok.com/@@paulspujats/video/7203683940933307694
610,0,14,0,55,1677149188,Hope this helps @mattychymbor  Better be checking out the actual program on Pujats Method🙌🙌 #pujatsmethod #musclebuilding #millenials #gymmotivation #gymrats #reelsvideo,https://www.tiktok.com/@@paulspujats/video/7203300847210499374
194,0,9,0,110,1676294531,30s short from the entire story this is why You better read bellow and follow the steps 👇🫵 There is no other way to put it: your back pain comes from few common causes strain injury illness immobility (the most common cause) Check the Bio for leading relief method called The Pujats Method: www.pujats.org Any questions DM me 🙌❤️‍🔥  #commedy #movement #pujatsmethod #sciaticarelief #backpain ,https://www.tiktok.com/@@paulspujats/video/7199630047827823914
300,2,7,0,70,1676052184,"Unlock the Secrets to a Pain-Free Back: The 5 Reasons Why Your Back is Hurting and How to Fix Them" Meta Description: Are you tired of dealing with a sore and painful back? Discover the 5 common causes of back pain and how to address them with the Pujats Method. Sign up today at www.pujats.org. Introduction: Back pain is one of the most common complaints among adults. It can be caused by a variety of factors ranging from poor posture to a sedentary lifestyle. The good news is that there are several effective solutions that can help alleviate the pain and prevent it from returning. In this article we will explore the five most common reasons why your back is hurting and how you can use the Pujats Method to get relief. 1. Muscle or Ligament Strain from Repeated Heavy Lifting or Sudden Awkward Movement Heavy lifting and sudden awkward movements can put a lot of stress on the muscles and ligaments in your back. This can result in strain and pain that can last for days or even weeks. If you are dealing with back pain as a result of heavy lifting it is important to take steps to prevent it from happening again. The Pujats Method is an effective solution that can help you build strength and stability in your back muscles reducing the risk of future injuries. 2. Bulging or Herniated Discs Bulging or herniated discs are a common cause of back pain. These conditions occur when the soft spongy material between the vertebrae in your spine begins to bulge or herniate out of place. This can cause pressure on the nerves in your spine leading to pain and discomfort. The Pujats Method can help to release the pressure on your discs providing relief from pain and discomfort. 3. Arthritis or Osteoarthritis Arthritis and osteoarthritis are conditions that can cause pain and inflammation in the joints including the joints in your back. These conditions can make it difficult to move and perform everyday activities leading to pain and discomfort. The Pujats Method is an effective solution for managing arthritis and osteoarthritis in the back providing relief from pain and improving joint mobility. 4. Osteoporosis Osteoporosis causes the bones in your body to become brittle and weak ,https://www.tiktok.com/@@paulspujats/video/7198589218619198763
405,0,3,0,11,1675954983,Sign up for a possibly fart free session  www.pujats.org  #pujatsmethod #backpain #commedy #gym #fitness #movementculture #discoverpage ,https://www.tiktok.com/@@paulspujats/video/7198171710297001262
399,2,16,2,42,1675946281,Do what you love without the limitations 🙌😎 Be pain and limitations free: www.pujats.org #movement #gym #funnymemes #yoga #commedy #pujatsmethod #fitnessmotivation ,https://www.tiktok.com/@@paulspujats/video/7198134263043198251
853,0,16,0,15,1675892668,Having a strong back has so many benefits like: - No back pain  - Great posture  - Make your clothes fit  - Cozy cushion - Protection from the back  #backpian #physique #fitnessmotivation #gymmotivation #gymrat #pujatsmethod #functionaltraining,https://www.tiktok.com/@@paulspujats/video/7197904171738123566
388,0,3,0,11,1675784749,Words of wisdom… Follow an actual expert those who spent years mastering their craft 🙌  #m#millenialst#trusttheprocessf#fitnessjourneygymmemes ,https://www.tiktok.com/@@paulspujats/video/7197440639741562158
630,2,17,0,16,1675784093,The day will come but not for few more years 😂😅 #millenials #dadsofinstagram #dads #dadbod #gym ,https://www.tiktok.com/@@paulspujats/video/7197437817457446190
500,0,26,0,11,1675695141,Sitting is the modern enemy don’t have to do lotus pose but your hips needs to be open for your back to be open 🙌  For an instant online access to program I built for everyday professional sitters: www.pujats.org   #backpain #movemoreathome #millenials #workingfromhome #sciatica #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7197055685232774446
1367,2,16,0,9,1675685233,Once people start hearing the benefits everyone will be in ice water! Don’t let the heating corporations know about this 😄  #coldshower #dopamine #whatmakesmehappy #pujatsmethod #reelsviral #originalsound ,https://www.tiktok.com/@@paulspujats/video/7197013072983149867
1278,0,33,0,7,1675609607,Celebrate all small victories 🎉 #victorious #gymotivation #workoutmotivation #calisthenicsworkout ,https://www.tiktok.com/@@paulspujats/video/7196688390790581547
1376,0,21,0,6,1675526077,Working out has a lot of benefits; one of them you don’t have to keep sucking your belly in on cookouts #commedy #gym gymmotivation #workout #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7196329649968811310
352,0,23,0,47,1675514208,There is no other way to put it: your back pain comes from few common causes strain injury illness immobility (the most common cause) Check the Bio for leading relief method called The Pujats Method: www.pujats.org Any questions DM me 🙌❤️‍🔥  #homeworkout #reelsvideo #pujatsmethod #sciaticarelief #reelsviral ,https://www.tiktok.com/@@paulspujats/video/7196278400250563883
365,0,12,0,25,1675434240,Working on laptop or doing calisthenics make sure the wrists are recovered! #wristpain #physiotherapy #pujatsmethod #gymworkout #calisthenics #workoutmotivation ,https://www.tiktok.com/@@paulspujats/video/7195935208800144686
610,0,3,0,13,1675426085,There is no other way to put it: your back pain comes from few common causes strain injury illness immobility (the most common cause) Check the Bio for leading relief method called The Pujats Method: www.pujats.org Any questions DM me 🙌❤️‍🔥  #commedy #reelsvideo #pujatsmethod #sciaticarelief #backpain #movementismedicine ,https://www.tiktok.com/@@paulspujats/video/7195900073480326442
200,0,7,0,8,1675372019,👹  #beast mode #monster #gymmotivation #workoutmotivation #gymrat #workout,https://www.tiktok.com/@@paulspujats/video/7195667994490490158
123,0,2,0,23,1675342436,Don’t let your back be a construction 🏗️ site! Take care of it before you start the day mid day and after work!  #workingfromhome #worklife #backpain #sciatica #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7195540898665565482
337,0,14,0,47,1675283791,There is no other way to put it: your back pain comes from few common causes strain injury illness immobility (the most common cause) Check the Bio for leading relief method called The Pujats Method: www.pujats.org Any questions DM me 🙌❤️‍🔥  #homeworkout #backpain #pujatsmethod #sciaticarelief #commedytiktok ,https://www.tiktok.com/@@paulspujats/video/7195289056329157930
434,0,19,0,20,1672860413,Did you know that most common back pain is caused by:  Lack of muscle support and inactivity?   Most natural and quickest way to fix it is through movement. Try this and let me know if you want to try advanced core program for back and neck pain. DM me I’ll get back to you in a minute 🕛 #backpain #sciatica #backpainfix #movementculture #physique ,https://www.tiktok.com/@@paulspujats/video/7184880681829272878
752,0,14,1,4,1672606665,Life is easier when someone guids you on how to fix your back 🤗 If you’re done dealing with back & neck pain then you’re ready to try the Pujats Method - The natural way on how to fix it yes you do have to do sh*t to make things better 😅  #backpain #backpainfix #sciaticarelief #howtofixbackpain #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7183790878631267626
246,0,5,0,13,1670520272,Hoping on the #AI #aitrend #artificialintelligence #artificialart ,https://www.tiktok.com/@@paulspujats/video/7174829873943334186
650,0,6,0,3,1670447254,Golf is a sport of Ego and Ego is the destroyer many things including the back 🏌️‍♂️😩🤕 If you have the slightest interest to heal & strengthen your back leave a comment or send a message to www.pujats.org #golfing #golfswing #backpain #backpain #pujatsmethod,https://www.tiktok.com/@@paulspujats/video/7174516282937822510
223,0,4,0,46,1670255627,A look in to Wellness Sunday in Buda Mantion. 🙏🏼 Back strengthening muscle release yoga as well as tea and nice conversations between classes. 🍵😌 Join the next Wellness Sundays! For more information tickets and news visit www.pujats.org/labsajuta ! we also offer mini session on Wednesday evenings!  Stay healthy and see you soon! Labsajūtas Svētdiena Budas Muižā. 🙏🏼🐲 Muguras nostiprināšana muskuļu atbrīvošana joga kā arī tēja un jaukas sarunas starp nodarbībām. 🍵😌 Pievienojies nākamajās Labsajūtas Svētdienās! Plašāku informāciju biļetes un jaunumus meklē www.pujats.org/labsajuta !  Arī mini nodarbības trešdienas vakaros! 🥳  Veselībā un uz drīzu tikšanos! Wellness Sunday в Buda Manor. 🙏🏼🐲 Укрепление спины расслабление мышц йога а также чай и приятные беседы между занятиями. 🍵😌 Присоединяйтесь к следующим оздоровительным воскресеньям! Для получения дополнительной информации билетов и новостей посетите сайт www.pujats.org/labsajuta! Будьте здоровы и до скорой встречи! #wellnessthatworks #retreat #localbusiness #thingstodo #rigalive ,https://www.tiktok.com/@@paulspujats/video/7173693241429167403
514,0,9,0,61,1669500628,Who would have known proper sleep could fix your back 🫣😱😳🤯  All jokes aside proper sleeping is still not enough this is why I have developed bulletproof method for your backs. I’ve helped 1000’s and your next! Click the link in BIO ☝️ #natural #backpain #relief #commedy ,https://www.tiktok.com/@@paulspujats/video/7170450551849897262
1024,0,35,0,106,1669398106,It does make sense that you’re decompressing spine and gravity can be a b*tch 😅 Try it yourself and see if it works for you 🤗 #movementculture #movementismedicine #backexercises #millenials #hacks,https://www.tiktok.com/@@paulspujats/video/7170010224571583787
343,0,3,0,63,1669322133,These ads are getting out of hand 🖐️  But for realz if you want your back to be fixed naturally after a long time sitting on the “sidelines” aka chair/ travel/ Waco posture. The method is here! Pujats Method: Activate - Release - Strengthen - Stretch & Align 💪🙌 Click the link in bio ⬆️📲 #blackfriday2022 #backpain #musthaves #tiktokindia  #commedy,https://www.tiktok.com/@@paulspujats/video/7169683941056580907
329,0,17,0,29,1669302031,Share this with your coworkers 🙌 If you’re looking to improve your back healthy DM me for zoom call seminar on back pain and talk about your specific needs and issues. #backpain #millenials #workhumor #workfromhome #commedy,https://www.tiktok.com/@@paulspujats/video/7169597524523863342
582,0,17,0,15,1669015580,This movement does two things; both strengthens and stretches your core. It will be harder to hold on the bar than do the movement so get chalk and perhaps gymnastic gloves. If you’re looking for a a full program on how I helped 1000’s of people and healed my back injury go type www.pujats.org #backpain #movementismedicine #calisthenics #backworkout #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7168367187705629998
635,0,7,0,6,1668025095,You’re seeing this cuz you had enough of Backpain and it’s time to take the matter in your own hands!! #backpainrelief #backexercises #gymtok #reelsvideo #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7164113188114517291
519,1,12,0,23,1667942404,What do you think 🤔  #calisthenics #movementmedicine #beastmode #tickotindia #barbrothers ,https://www.tiktok.com/@@paulspujats/video/7163758005463485742
450,0,27,2,38,1667927578,Are you any of these 🤨 Over 30 over weight no daily movement bad chair stress etc 😩🤕🩼 Those are few of many other factors that affects back pain.  If you have already tried few of the common treatments for back pain and haven’t seen a significant change give it one more try.  I can tell you this if you have never tried Pujats method you haven’t tried it all and you can join 1000s of other who have benefited from these unique technique: Activation Release Stretch and Align. Follow the website⬇️⬇️⬇️ www.pujats.org  #backpainrelief  #movementmedicine #pujatsmethod #millennials #backpain ,https://www.tiktok.com/@@paulspujats/video/7163694336604032302
577,0,37,5,42,1667768081,Get ready for work week✅ Health is your #1 priority find 15min before starting your day 🙌🏼  #movementismedicine #movementculture #backpainrelief #backpain #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7163009335558196522
619,0,14,0,29,1667685433,Its a big issue and common for many so please share it further and sprewd the word! My mission is to get everyone off painkillers and get you living your best life with Pujats Method 💪❤️‍🔥  #backpainrelief #sciaticarelief #lowerbackpain #backishurting #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7162654357983595822
471,0,29,1,36,1667595570,Yes your nack is hurting and thats why you’re seeing this vidoe☝️😬👋 Try these movements and make sure to subscribe to the website Newsletter with the only Pujats Method the natural back and pain releaf programs! #backpain #millennials #backapinrelief #softwareproblem #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7162268414348643630
409,0,7,0,29,1667567100,Why are you experiencing back pain ⬇️⬇️ Pain mostly comes from immobility lack of muscle support and injuries ⚠️ You can completely fix your back by doing the Pujats Method - Activate | Release | Stretch & Align  ENTER - www.pujats.org #backpain #millennials #backworkout #creatorsweekchallenge #fyp #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7162146003187944746
599,2,16,1,8,1667427489,It be like that! And then the mood is ☹️ and that’s why we have angry drivers! Don’t be that angry driver and try the Pujats Method program and start living your best life! #backpain #backpainrelief #backexercises #pujatsmethod #reelsindia,https://www.tiktok.com/@@paulspujats/video/7161546481915415854
492,1,4,0,7,1667289425,⚠️Nurses deal with crazy stuff already there is no need for a back pain to be one of them. - Back pain is leading cause of disability behind osteoporosis. - One third of population will experiencing back pain at some point and time. - most common reasons for back pain is lack of muscle support strain and poor posture. I’ve created a back pain bulletproof course hear my story and how I helped 1000s of others to get their healthy spine back + get a toned core as a bonus!  ➡️Try the method - www.pujats.org #backpain #backpainrelief #sciaticarelief #pujatsmethod #nurseslife ,https://www.tiktok.com/@@paulspujats/video/7160953138239851818
570,0,14,0,14,1665875459,Workout in nature ,https://www.tiktok.com/@@paulspujats/video/7154880575004790062
678,1,12,1,15,1665779115,Posture is 70% the reason why your back is hurting! The other 30% is lack of movement and muscle support and in some cases deseases and illnesses. Even if you have back pain try the Pujats Method and say bye bye to back pain! #backpainrelief #backpain #sciaticarelief #badposture #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7154466771020467502
498,0,7,0,14,1665773977,Join me to get rid if back pain and take a break from sitting!! #backpainrelief #backpain #backpainfix #millenials ,https://www.tiktok.com/@@paulspujats/video/7154444668896415018
578,0,5,1,7,1665721506,Causation with correlation 🤦🏻‍♂️🤷‍♂️🙄 For realz though go check out my back program to fix your back problem ;) This is made for all levels.  #backpain #millenials #backrelief  #funnyvideos,https://www.tiktok.com/@@paulspujats/video/7154219342673087787
428,0,6,0,4,1665683638,🙊🙉🙈🐒🦍 I'd rather be called a gorilla but monkey will suf #onehandpullups #strenghtenfingers #animepower #gymmotivation ,https://www.tiktok.com/@@paulspujats/video/7154056671499881774
504,0,16,0,16,1665627025,While this is simple alignment it can help for a quick temporary relief!   HOWEVER ❗️❗️❗️❗️ There is a sequence you must do before these exercises. Aka Puajts Method - Activate Reliese and then only Stretch and Align. I created this method back when I got a debilitating back injury in college it took me months but I finialy created a program that took my back pain away… few years later I’ve helped 1000s of people to do the same with simple techniques that you can do while being of the comfort of your home If interested try out the Pujats method at www.pujats.org I’ll see you there and always stay happy and healthy my friends ❤️  #backpian #backstretch #backfix #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7153813549813353770
4413,0,51,0,15,1665622955,Going Live in 3…2…1,https://www.tiktok.com/@@paulspujats/video/7153796088863018282
908,0,12,0,20,1665176776,Want a break from weak spine 👋 try it #strongcore #backexercise #backpain #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7151879757846564139
703,0,7,0,43,1665068904,It has not changed in 10 years 🤦‍♂️ #millenial #millenialproblems #gymhumor #funnyvideos,https://www.tiktok.com/@@paulspujats/video/7151416390048599338
974,0,9,0,8,1665020008,For realzies though try the method and say bye bye to back pain ✌️ #backpain #movementismedicine #tiktokindia  #sciatica,https://www.tiktok.com/@@paulspujats/video/7151206445835455787
1361,0,18,0,7,1664907028,Who wants to be friends with me and get stronger 🙂🦾 #millenials #millenialsbelike #gymmotivation #gymhumor ,https://www.tiktok.com/@@paulspujats/video/7150721131031530798
1066,1,7,0,5,1664806233,Send this to 5 friends or you’ll be cursed 🧙‍♀️ #reelsindia #viralvideos #reelsvíral #movementismedicine,https://www.tiktok.com/@@paulspujats/video/7150288201138048299
754,1,11,0,18,1664722240,Weekend Warrior Routine 🤙  #gymmotivation #fitnessmotivation #uchiha #madarauchiha #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7149927508572409130
852,0,23,1,36,1664565988,Try this and share with others 😮‍💨😉#wristpain #wristinjury #painsolution #pujatsmethod,https://www.tiktok.com/@@paulspujats/video/7149256429151554862
1017,0,18,0,12,1664549670,I hate to see people in pain lets change that! #backpain #painsolution #sciaticarelief #pujatsmethod ,https://www.tiktok.com/@@paulspujats/video/7149186283431136558
772,0,2,0,11,1664495426,You've got to try it! @everydaydose  #coffee #coffeeaddict #dailydose #coffeehumor ,https://www.tiktok.com/@@paulspujats/video/7148953353693957422
860,0,16,0,19,1664403298,Ugh 🙄😮‍💨 #neckpaim #neckrelief #movementismedicine #pujatsmethod,https://www.tiktok.com/@@paulspujats/video/7148557677965217067
1245,0,9,0,4,1664233033,What’s PUJATS method - Activate release stretch & align 👌🪄 #gymmemes #gymhumour #workouttips #pujatsmethod,https://www.tiktok.com/@@paulspujats/video/7147826417953148202
1547,1,24,4,13,1664134988,Also how I train to do a one arm pullups 😁❤️‍🔥 #fatherson #dadsofinstagram #fatherandson #inspirational,https://www.tiktok.com/@@paulspujats/video/7147405306807504171
2352,0,20,0,12,1664120386,Drugs are not the answer #backpain #backfix #pujatsmethod #sciaticarelief ,https://www.tiktok.com/@@paulspujats/video/7147342577589587242
1757,0,23,0,14,1664061767,One arm pullups at 86kg + morning 💩 height 6'1  #gymmotivation #inspirational #workoutmotivation #gymrat ,https://www.tiktok.com/@@paulspujats/video/7147090837359414574
1701,0,19,0,7,1663911413,Leave in the comments what pre-workout u use?! #beastmode #fitnesstransformation #transformation #gymtok,https://www.tiktok.com/@@paulspujats/video/7146445038875151658
1519,0,11,0,26,1663719398,If you wonder what's this new method all about: Activate Release Align and stretch 🏃💆‍♂️🧘‍♂️🤸‍♂️Idea cred: @liamkalevi#movementismedicine #backpain  #backpainrelief #stretching,https://www.tiktok.com/@@paulspujats/video/7145620360656932138
1427,0,11,0,8,1663636057,Dudes are simp for some man flesh 🦖😄 #gymhumor #fitnesstransformation #comedy #tiktokindia ,https://www.tiktok.com/@@paulspujats/video/7145262409417100590
1269,0,14,0,11,1663338776,midnight energy ❤️‍🔥 #gymtok #brutal #beastwithin #pujatstherapy ,https://www.tiktok.com/@@paulspujats/video/7143985584703556910
1545,0,24,2,9,1663182924,It do be hitting hard sometimes #commedy #gymtok #funnyvideos  #relatable ,https://www.tiktok.com/@@paulspujats/video/7143316174825180458
1321,0,3,0,7,1663126258,🐝🍯 for the win ,https://www.tiktok.com/@@paulspujats/video/7143072847475248426
1572,0,72,6,49,1663045845,Don't get out of bed!! #yogainbed #yogapants #movementismedicine #pujatstherapy ,https://www.tiktok.com/@@paulspujats/video/7142727447048457514
1205,0,25,1,15,1662919795,Just love the feeling getting stronger and making AMV style edits  #amv #animeedit #gymtok #inspo,https://www.tiktok.com/@@paulspujats/video/7142186122720906542
921,0,15,0,42,1662741744,#gymtok #inspirational #motivation #creatorrevolution ,https://www.tiktok.com/@@paulspujats/video/7141421383833128235
1000,1,14,1,93,1662645739,Back pain epidemic #tiktokthougtme #tiktokpartner  #backpain #pujatstherapy ,https://www.tiktok.com/@@paulspujats/video/7141009044508249390
715,0,12,0,19,1662576564,Neck Relief 😮‍💨 #laborday #labordayweekend #dontworrydarling #tiktokthaughtme ,https://www.tiktok.com/@@paulspujats/video/7140711948005510443
801,1,9,0,8,1662472507,way too real 😳 #dadfilter #filter #commedy #tiktokdad ,https://www.tiktok.com/@@paulspujats/video/7140265025373048110
854,0,16,1,8,1662393296,We came a long way ❤️‍🔥 #mondaymotivation #inspirational #motivational #tiktok_india ,https://www.tiktok.com/@@paulspujats/video/7139924827640565034
486,0,8,0,11,1662385501,Monday mood #mondaymood #mondays #commedytiktok #gymcomedy ,https://www.tiktok.com/@@paulspujats/video/7139891333073849643
